operation	requestsize	responsesize	rfpid	service_name	custid	oid	invid	details	customerid	shipid	quoteid	payid	prizeid	catalogref	out	orderstatus	ocancelid	catalog	id
PO	417	348	Nu	Ordering	Nu	O71	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	POID:O71	Nu	Nu	Nu	360
PO	417	348	Nu	Ordering	Nu	O72	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	POID:O72	Nu	Nu	Nu	362
PO	417	348	Nu	Ordering	Nu	O73	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	POID:O73	Nu	Nu	Nu	367
PO	417	348	Nu	Ordering	Nu	O74	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	POID:O74	Nu	Nu	Nu	372
PO	417	348	Nu	Ordering	Nu	O75	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	POID:O75	Nu	Nu	Nu	377
PO	417	348	Nu	Ordering	Nu	O76	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	POID:O76	Nu	Nu	Nu	382
PO	414	348	Nu	Ordering	Nu	O77	Nu	Nu	Nu	Nu	Q77	Nu	Nu	Nu	POID:O77	Nu	Nu	Nu	389
PO	414	348	Nu	Ordering	Nu	O78	Nu	Nu	Nu	Nu	Q78	Nu	Nu	Nu	POID:O78	Nu	Nu	Nu	396
PO	417	348	Nu	Ordering	Nu	O79	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Nu	POID:O79	Nu	Nu	Nu	401
PO	414	348	Nu	Ordering	Nu	O80	Nu	Nu	Nu	Nu	Q80	Nu	Nu	Nu	POID:O80	Nu	Nu	Nu	405
PO	414	348	Nu	Ordering	Nu	O81	Nu	Nu	Nu	Nu	Q81	Nu	Nu	Nu	POID:O81	Nu	Nu	Nu	412
PO	414	348	Nu	Ordering	Nu	O51	Nu	Nu	Nu	Nu	Q51	Nu	Nu	Nu	POID:O51	Nu	Nu	Nu	258
PO	414	348	Nu	Ordering	Nu	O52	Nu	Nu	Nu	Nu	Q52	Nu	Nu	Nu	POID:O52	Nu	Nu	Nu	265
PrizeNotification	494	400	Nu	CRM	Cust75	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize502	Nu	Prizeresultisout...	Nu	Nu	Nu	2693
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	12	Nu	Nu	Nu	Prize503	Nu	Prizeresultisout...	Nu	Nu	Nu	2696
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	49	Nu	Nu	Nu	Prize504	Nu	Prizeresultisout...	Nu	Nu	Nu	2699
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	51	Nu	Nu	Nu	Prize505	Nu	Prizeresultisout...	Nu	Nu	Nu	2702
PrizeNotification	494	400	Nu	CRM	Cust74	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize506	Nu	Prizeresultisout...	Nu	Nu	Nu	2705
PrizeNotification	494	400	Nu	CRM	Cust12	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize507	Nu	Prizeresultisout...	Nu	Nu	Nu	2708
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	56	Nu	Nu	Nu	Prize508	Nu	Prizeresultisout...	Nu	Nu	Nu	2711
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	83	Nu	Nu	Nu	Prize509	Nu	Prizeresultisout...	Nu	Nu	Nu	2714
PrizeNotification	493	400	Nu	CRM	Cust5	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize510	Nu	Prizeresultisout...	Nu	Nu	Nu	2717
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	98	Nu	Nu	Nu	Prize511	Nu	Prizeresultisout...	Nu	Nu	Nu	2720
PrizeNotification	494	400	Nu	CRM	Cust98	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize512	Nu	Prizeresultisout...	Nu	Nu	Nu	2723
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	13	Nu	Nu	Nu	Prize513	Nu	Prizeresultisout...	Nu	Nu	Nu	2726
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	78	Nu	Nu	Nu	Prize514	Nu	Prizeresultisout...	Nu	Nu	Nu	2729
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	53	Nu	Nu	Nu	Prize515	Nu	Prizeresultisout...	Nu	Nu	Nu	2732
PrizeNotification	494	400	Nu	CRM	Cust18	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize516	Nu	Prizeresultisout...	Nu	Nu	Nu	2735
PrizeNotification	494	400	Nu	CRM	Cust46	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize517	Nu	Prizeresultisout...	Nu	Nu	Nu	2738
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	29	Nu	Nu	Nu	Prize518	Nu	Prizeresultisout...	Nu	Nu	Nu	2741
PrizeNotification	494	400	Nu	CRM	Cust92	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize519	Nu	Prizeresultisout...	Nu	Nu	Nu	2744
PrizeNotification	493	400	Nu	CRM	Cust3	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize520	Nu	Prizeresultisout...	Nu	Nu	Nu	2747
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	47	Nu	Nu	Nu	Prize521	Nu	Prizeresultisout...	Nu	Nu	Nu	2750
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	86	Nu	Nu	Nu	Prize522	Nu	Prizeresultisout...	Nu	Nu	Nu	2753
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	63	Nu	Nu	Nu	Prize523	Nu	Prizeresultisout...	Nu	Nu	Nu	2756
PrizeNotification	494	400	Nu	CRM	Cust20	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize524	Nu	Prizeresultisout...	Nu	Nu	Nu	2759
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	67	Nu	Nu	Nu	Prize525	Nu	Prizeresultisout...	Nu	Nu	Nu	2762
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	98	Nu	Nu	Nu	Prize526	Nu	Prizeresultisout...	Nu	Nu	Nu	2765
PrizeNotification	493	400	Nu	CRM	Cust9	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize527	Nu	Prizeresultisout...	Nu	Nu	Nu	2768
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	24	Nu	Nu	Nu	Prize528	Nu	Prizeresultisout...	Nu	Nu	Nu	2771
PrizeNotification	494	400	Nu	CRM	Cust87	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize529	Nu	Prizeresultisout...	Nu	Nu	Nu	2774
PrizeNotification	494	400	Nu	CRM	Cust78	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize530	Nu	Prizeresultisout...	Nu	Nu	Nu	2777
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	98	Nu	Nu	Nu	Prize531	Nu	Prizeresultisout...	Nu	Nu	Nu	2780
PrizeNotification	494	400	Nu	CRM	Cust82	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize532	Nu	Prizeresultisout...	Nu	Nu	Nu	2783
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	31	Nu	Nu	Nu	Prize533	Nu	Prizeresultisout...	Nu	Nu	Nu	2786
PrizeNotification	494	400	Nu	CRM	Cust46	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize534	Nu	Prizeresultisout...	Nu	Nu	Nu	2789
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	19	Nu	Nu	Nu	Prize535	Nu	Prizeresultisout...	Nu	Nu	Nu	2792
PrizeNotification	494	400	Nu	CRM	Cust93	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize536	Nu	Prizeresultisout...	Nu	Nu	Nu	2795
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	91	Nu	Nu	Nu	Prize537	Nu	Prizeresultisout...	Nu	Nu	Nu	2798
PrizeNotification	494	400	Nu	CRM	Cust79	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize538	Nu	Prizeresultisout...	Nu	Nu	Nu	2801
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	74	Nu	Nu	Nu	Prize539	Nu	Prizeresultisout...	Nu	Nu	Nu	2804
PrizeNotification	494	400	Nu	CRM	Cust61	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize540	Nu	Prizeresultisout...	Nu	Nu	Nu	2807
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	95	Nu	Nu	Nu	Prize541	Nu	Prizeresultisout...	Nu	Nu	Nu	2810
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	16	Nu	Nu	Nu	Prize542	Nu	Prizeresultisout...	Nu	Nu	Nu	2813
PrizeNotification	494	400	Nu	CRM	Cust54	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize543	Nu	Prizeresultisout...	Nu	Nu	Nu	2816
PrizeNotification	494	400	Nu	CRM	Nu	Nu	Nu	Nu	4	Nu	Nu	Nu	Prize544	Nu	Prizeresultisout...	Nu	Nu	Nu	2819
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	37	Nu	Nu	Nu	Prize545	Nu	Prizeresultisout...	Nu	Nu	Nu	2822
PrizeNotification	494	400	Nu	CRM	Cust32	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize546	Nu	Prizeresultisout...	Nu	Nu	Nu	2825
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	19	Nu	Nu	Nu	Prize547	Nu	Prizeresultisout...	Nu	Nu	Nu	2828
PrizeNotification	494	400	Nu	CRM	Cust55	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize548	Nu	Prizeresultisout...	Nu	Nu	Nu	2831
PrizeNotification	494	400	Nu	CRM	Cust69	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize549	Nu	Prizeresultisout...	Nu	Nu	Nu	2834
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	83	Nu	Nu	Nu	Prize550	Nu	Prizeresultisout...	Nu	Nu	Nu	2837
PrizeNotification	494	400	Nu	CRM	Cust47	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize551	Nu	Prizeresultisout...	Nu	Nu	Nu	2840
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	72	Nu	Nu	Nu	Prize552	Nu	Prizeresultisout...	Nu	Nu	Nu	2843
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	72	Nu	Nu	Nu	Prize553	Nu	Prizeresultisout...	Nu	Nu	Nu	2846
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	97	Nu	Nu	Nu	Prize554	Nu	Prizeresultisout...	Nu	Nu	Nu	2849
PrizeNotification	494	400	Nu	CRM	Cust67	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize555	Nu	Prizeresultisout...	Nu	Nu	Nu	2852
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	94	Nu	Nu	Nu	Prize556	Nu	Prizeresultisout...	Nu	Nu	Nu	2855
PrizeNotification	494	400	Nu	CRM	Cust22	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize557	Nu	Prizeresultisout...	Nu	Nu	Nu	2858
PrizeNotification	494	400	Nu	CRM	Cust48	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize558	Nu	Prizeresultisout...	Nu	Nu	Nu	2861
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	37	Nu	Nu	Nu	Prize559	Nu	Prizeresultisout...	Nu	Nu	Nu	2864
PrizeNotification	494	400	Nu	CRM	Cust52	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize560	Nu	Prizeresultisout...	Nu	Nu	Nu	2867
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	74	Nu	Nu	Nu	Prize561	Nu	Prizeresultisout...	Nu	Nu	Nu	2870
PrizeNotification	494	400	Nu	CRM	Cust69	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize562	Nu	Prizeresultisout...	Nu	Nu	Nu	2873
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	63	Nu	Nu	Nu	Prize563	Nu	Prizeresultisout...	Nu	Nu	Nu	2876
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	34	Nu	Nu	Nu	Prize564	Nu	Prizeresultisout...	Nu	Nu	Nu	2879
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	30	Nu	Nu	Nu	Prize565	Nu	Prizeresultisout...	Nu	Nu	Nu	2882
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	12	Nu	Nu	Nu	Prize566	Nu	Prizeresultisout...	Nu	Nu	Nu	2885
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	36	Nu	Nu	Nu	Prize567	Nu	Prizeresultisout...	Nu	Nu	Nu	2888
PrizeNotification	494	400	Nu	CRM	Cust81	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize568	Nu	Prizeresultisout...	Nu	Nu	Nu	2891
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	82	Nu	Nu	Nu	Prize569	Nu	Prizeresultisout...	Nu	Nu	Nu	2894
PrizeNotification	494	400	Nu	CRM	Cust80	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize570	Nu	Prizeresultisout...	Nu	Nu	Nu	2897
PrizeNotification	494	400	Nu	CRM	Cust27	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize571	Nu	Prizeresultisout...	Nu	Nu	Nu	2900
PrizeNotification	494	400	Nu	CRM	Cust71	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize572	Nu	Prizeresultisout...	Nu	Nu	Nu	2903
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	58	Nu	Nu	Nu	Prize573	Nu	Prizeresultisout...	Nu	Nu	Nu	2906
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	23	Nu	Nu	Nu	Prize574	Nu	Prizeresultisout...	Nu	Nu	Nu	2909
PrizeNotification	494	400	Nu	CRM	Cust52	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize575	Nu	Prizeresultisout...	Nu	Nu	Nu	2912
PrizeNotification	494	400	Nu	CRM	Cust32	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize576	Nu	Prizeresultisout...	Nu	Nu	Nu	2915
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	94	Nu	Nu	Nu	Prize577	Nu	Prizeresultisout...	Nu	Nu	Nu	2918
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	12	Nu	Nu	Nu	Prize578	Nu	Prizeresultisout...	Nu	Nu	Nu	2921
PrizeNotification	494	400	Nu	CRM	Cust45	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize579	Nu	Prizeresultisout...	Nu	Nu	Nu	2924
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	20	Nu	Nu	Nu	Prize580	Nu	Prizeresultisout...	Nu	Nu	Nu	2927
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	22	Nu	Nu	Nu	Prize581	Nu	Prizeresultisout...	Nu	Nu	Nu	2930
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	62	Nu	Nu	Nu	Prize582	Nu	Prizeresultisout...	Nu	Nu	Nu	2933
PrizeNotification	494	400	Nu	CRM	Cust86	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize583	Nu	Prizeresultisout...	Nu	Nu	Nu	2936
PrizeNotification	494	400	Nu	CRM	Cust63	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize584	Nu	Prizeresultisout...	Nu	Nu	Nu	2939
PrizeNotification	494	400	Nu	CRM	Cust78	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize585	Nu	Prizeresultisout...	Nu	Nu	Nu	2942
PrizeNotification	494	400	Nu	CRM	Nu	Nu	Nu	Nu	3	Nu	Nu	Nu	Prize586	Nu	Prizeresultisout...	Nu	Nu	Nu	2945
PrizeNotification	494	400	Nu	CRM	Cust98	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize587	Nu	Prizeresultisout...	Nu	Nu	Nu	2948
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	97	Nu	Nu	Nu	Prize588	Nu	Prizeresultisout...	Nu	Nu	Nu	2951
PrizeNotification	494	400	Nu	CRM	Cust33	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize589	Nu	Prizeresultisout...	Nu	Nu	Nu	2954
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	20	Nu	Nu	Nu	Prize590	Nu	Prizeresultisout...	Nu	Nu	Nu	2957
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	74	Nu	Nu	Nu	Prize591	Nu	Prizeresultisout...	Nu	Nu	Nu	2960
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	59	Nu	Nu	Nu	Prize592	Nu	Prizeresultisout...	Nu	Nu	Nu	2963
PrizeNotification	494	400	Nu	CRM	Cust26	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize593	Nu	Prizeresultisout...	Nu	Nu	Nu	2966
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	33	Nu	Nu	Nu	Prize594	Nu	Prizeresultisout...	Nu	Nu	Nu	2969
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	62	Nu	Nu	Nu	Prize595	Nu	Prizeresultisout...	Nu	Nu	Nu	2972
PrizeNotification	494	400	Nu	CRM	Nu	Nu	Nu	Nu	4	Nu	Nu	Nu	Prize596	Nu	Prizeresultisout...	Nu	Nu	Nu	2975
PrizeNotification	494	400	Nu	CRM	Cust13	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize597	Nu	Prizeresultisout...	Nu	Nu	Nu	2978
PrizeNotification	494	400	Nu	CRM	Cust95	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize598	Nu	Prizeresultisout...	Nu	Nu	Nu	2981
PrizeNotification	494	400	Nu	CRM	Cust46	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize599	Nu	Prizeresultisout...	Nu	Nu	Nu	2984
PrizeNotification	494	400	Nu	CRM	Cust44	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize600	Nu	Prizeresultisout...	Nu	Nu	Nu	2987
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	68	Nu	Nu	Nu	Prize601	Nu	Prizeresultisout...	Nu	Nu	Nu	2990
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	80	Nu	Nu	Nu	Prize602	Nu	Prizeresultisout...	Nu	Nu	Nu	2993
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	83	Nu	Nu	Nu	Prize603	Nu	Prizeresultisout...	Nu	Nu	Nu	2996
PrizeNotification	494	400	Nu	CRM	Nu	Nu	Nu	Nu	7	Nu	Nu	Nu	Prize604	Nu	Prizeresultisout...	Nu	Nu	Nu	2999
PrizeNotification	494	400	Nu	CRM	Cust87	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize605	Nu	Prizeresultisout...	Nu	Nu	Nu	3002
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	65	Nu	Nu	Nu	Prize606	Nu	Prizeresultisout...	Nu	Nu	Nu	3005
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	61	Nu	Nu	Nu	Prize607	Nu	Prizeresultisout...	Nu	Nu	Nu	3008
PrizeNotification	494	400	Nu	CRM	Cust76	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize608	Nu	Prizeresultisout...	Nu	Nu	Nu	3011
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	20	Nu	Nu	Nu	Prize609	Nu	Prizeresultisout...	Nu	Nu	Nu	3014
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	54	Nu	Nu	Nu	Prize610	Nu	Prizeresultisout...	Nu	Nu	Nu	3017
PrizeNotification	494	400	Nu	CRM	Cust31	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize611	Nu	Prizeresultisout...	Nu	Nu	Nu	3020
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	82	Nu	Nu	Nu	Prize612	Nu	Prizeresultisout...	Nu	Nu	Nu	3023
PrizeNotification	494	400	Nu	CRM	Cust70	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize613	Nu	Prizeresultisout...	Nu	Nu	Nu	3026
PrizeNotification	494	400	Nu	CRM	Cust17	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize614	Nu	Prizeresultisout...	Nu	Nu	Nu	3029
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	64	Nu	Nu	Nu	Prize615	Nu	Prizeresultisout...	Nu	Nu	Nu	3032
PrizeNotification	494	400	Nu	CRM	Cust66	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize616	Nu	Prizeresultisout...	Nu	Nu	Nu	3035
PrizeNotification	494	400	Nu	CRM	Cust23	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize617	Nu	Prizeresultisout...	Nu	Nu	Nu	3038
PrizeNotification	494	400	Nu	CRM	Cust23	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize618	Nu	Prizeresultisout...	Nu	Nu	Nu	3041
PrizeNotification	493	400	Nu	CRM	Cust8	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize619	Nu	Prizeresultisout...	Nu	Nu	Nu	3044
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	61	Nu	Nu	Nu	Prize620	Nu	Prizeresultisout...	Nu	Nu	Nu	3047
PrizeNotification	494	400	Nu	CRM	Cust55	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize621	Nu	Prizeresultisout...	Nu	Nu	Nu	3050
PrizeNotification	494	400	Nu	CRM	Cust70	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize622	Nu	Prizeresultisout...	Nu	Nu	Nu	3053
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	73	Nu	Nu	Nu	Prize623	Nu	Prizeresultisout...	Nu	Nu	Nu	3056
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	45	Nu	Nu	Nu	Prize624	Nu	Prizeresultisout...	Nu	Nu	Nu	3059
PrizeNotification	494	400	Nu	CRM	Cust61	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize625	Nu	Prizeresultisout...	Nu	Nu	Nu	3062
PrizeNotification	494	400	Nu	CRM	Cust34	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize626	Nu	Prizeresultisout...	Nu	Nu	Nu	3065
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	66	Nu	Nu	Nu	Prize627	Nu	Prizeresultisout...	Nu	Nu	Nu	3068
PrizeNotification	494	400	Nu	CRM	Cust78	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize628	Nu	Prizeresultisout...	Nu	Nu	Nu	3071
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	41	Nu	Nu	Nu	Prize629	Nu	Prizeresultisout...	Nu	Nu	Nu	3074
PrizeNotification	494	400	Nu	CRM	Cust10	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize630	Nu	Prizeresultisout...	Nu	Nu	Nu	3077
PrizeNotification	494	400	Nu	CRM	Cust62	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize631	Nu	Prizeresultisout...	Nu	Nu	Nu	3080
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	72	Nu	Nu	Nu	Prize632	Nu	Prizeresultisout...	Nu	Nu	Nu	3083
PrizeNotification	494	400	Nu	CRM	Cust65	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize633	Nu	Prizeresultisout...	Nu	Nu	Nu	3086
PrizeNotification	494	400	Nu	CRM	Cust83	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize634	Nu	Prizeresultisout...	Nu	Nu	Nu	3089
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	11	Nu	Nu	Nu	Prize635	Nu	Prizeresultisout...	Nu	Nu	Nu	3092
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	27	Nu	Nu	Nu	Prize636	Nu	Prizeresultisout...	Nu	Nu	Nu	3095
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	46	Nu	Nu	Nu	Prize637	Nu	Prizeresultisout...	Nu	Nu	Nu	3098
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	70	Nu	Nu	Nu	Prize638	Nu	Prizeresultisout...	Nu	Nu	Nu	3101
PrizeNotification	494	400	Nu	CRM	Cust50	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize639	Nu	Prizeresultisout...	Nu	Nu	Nu	3104
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	94	Nu	Nu	Nu	Prize640	Nu	Prizeresultisout...	Nu	Nu	Nu	3107
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	94	Nu	Nu	Nu	Prize641	Nu	Prizeresultisout...	Nu	Nu	Nu	3110
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	26	Nu	Nu	Nu	Prize642	Nu	Prizeresultisout...	Nu	Nu	Nu	3113
PrizeNotification	493	400	Nu	CRM	Cust8	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize643	Nu	Prizeresultisout...	Nu	Nu	Nu	3116
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	20	Nu	Nu	Nu	Prize644	Nu	Prizeresultisout...	Nu	Nu	Nu	3119
PrizeNotification	494	400	Nu	CRM	Cust99	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize645	Nu	Prizeresultisout...	Nu	Nu	Nu	3122
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	88	Nu	Nu	Nu	Prize646	Nu	Prizeresultisout...	Nu	Nu	Nu	3125
PrizeNotification	494	400	Nu	CRM	Cust55	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize647	Nu	Prizeresultisout...	Nu	Nu	Nu	3128
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	91	Nu	Nu	Nu	Prize648	Nu	Prizeresultisout...	Nu	Nu	Nu	3131
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	56	Nu	Nu	Nu	Prize649	Nu	Prizeresultisout...	Nu	Nu	Nu	3134
PrizeNotification	494	400	Nu	CRM	Cust69	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize650	Nu	Prizeresultisout...	Nu	Nu	Nu	3137
PrizeNotification	494	400	Nu	CRM	Cust63	Nu	Nu	Nu	Nu	Nu	Nu	Nu	Prize651	Nu	Prizeresultisout...	Nu	Nu	Nu	3140
PrizeNotification	495	400	Nu	CRM	Nu	Nu	Nu	Nu	40	Nu	Nu	Nu	Prize652	Nu	Prizeresultisout...	Nu	Nu	Nu	3143
